model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth,error_type
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-069,Independent,Violation,find session information,Finding session information inherently depends on sessions existing first.,"[""BC-063""]",High,No Violation,FP
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-007,Minimal,No Violation,,"The story contains only role, means, and ends without extra notes.",[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-011,Minimal,Violation,if there is a schedule feature on the site,"The story includes a comment/note about the existence of a feature, which should be external to the story sentence.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-017,Minimal,No Violation,,"The story contains only role, means, and ends without extra notes.",[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-003,Problem-oriented,No Violation,email all the trainers at once from the website,The story describes a functional need (emailing trainers) without unnecessarily prescribing the underlying technical mechanism.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-005,Problem-oriented,Violation,edit my training node myself,The story prescribes a Drupal-specific technical implementation ('node') instead of focusing purely on the user need to edit training information.,[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-010,Problem-oriented,No Violation,tie in a cancellation deadline to whatever registration / cancellation workflow exists,The story describes a business logic need without prescribing the specific technical implementation.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-030,Problem-oriented,No Violation,Enter payment information and have my card charged,The story describes a functional need without prescribing specific UI widgets or technical implementations.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-039,Problem-oriented,No Violation,get detailed directions to the summit venue,The story describes a user need without prescribing specific UI widgets or technical implementations.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-054,Problem-oriented,No Violation,assign a room to a time slot and a location,The story describes a functional need without prescribing specific UI widgets or technical implementations.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-057,Problem-oriented,No Violation,bulk approve sessions as accepted,The story describes a functional need without prescribing specific UI widgets or technical implementations.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-003,Unambiguous,No Violation,email all the trainers at once from the website,The action and target are clearly specified.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-004,Unambiguous,No Violation,map where the buildings and rooms are,The requirement for a map showing buildings and rooms is clear.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-005,Unambiguous,No Violation,edit my training node myself,The requirement to edit a specific entity (training node) is clear.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-007,Unambiguous,No Violation,admin view that helps track registration status,The requirement for an admin view tracking registration status is clear.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-008,Unambiguous,No Violation,added to a training waitlist,The action of being added to a waitlist is clear.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-016,Unambiguous,No Violation,"day and time of training, title, short summary, trainers, level, number of registrations, remaining registrations, location of training, link to full details of the training, register now link",The story provides a highly specific and unambiguous list of required information.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-017,Unambiguous,No Violation,training landing page with an intro section and a list of all training offerings,The requirement is clear enough for implementation without major ambiguity.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-019,Unambiguous,No Violation,find out where the coding lounge is and what time it is open,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-021,Unambiguous,No Violation,find a link on the sponsorships page to become a $350 level sponsor,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-022,Unambiguous,No Violation,See a list of attendees associated with this company,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-026,Unambiguous,No Violation,see a list of the sessions associated with sponsor attendees,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-027,Unambiguous,No Violation,See a payment page to pay for my individual sponsorships as the third step of the registration process,The requirement is highly specific about the step and the action.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-029,Unambiguous,No Violation,"see all events, trainings and summits that a sponsor is sponsoring",The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-031,Unambiguous,No Violation,link BADCamp attendees to my sponsorship page,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-048,Unambiguous,No Violation,learn about sponsorship levels,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-051,Unambiguous,No Violation,learn about posting jobs as a sponsor and contact the sponsorship person,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-053,Unambiguous,No Violation,view the job board,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-055,Unambiguous,No Violation,see the schedule,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-056,Unambiguous,No Violation,see the final list of sessions approved,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-059,Unambiguous,No Violation,receive a notification when sessions have been evaluated,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-060,Unambiguous,No Violation,receive a notification when I submit a session,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-062,Unambiguous,No Violation,register to speak at BADCamp,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-065,Unambiguous,No Violation,see a list of all the summits that include when they are,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-066,Unambiguous,No Violation,Be offered several choices of idividual sponsorship on the second page of registration,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,BADCamp,5,BC-067,Unambiguous,No Violation,easily find a link in the menu that links to the registration form,The requirement is clear and specific.,[],High,Violation,FN
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-009,Complete,Violation,show the estimates that have been given,"The story assumes estimates have been given by estimators, but the backlog lacks a complementary story for an estimator to actually submit or select an estimate.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-010,Complete,Violation,average of all estimates,"The story assumes estimates are provided by estimators, but the backlog lacks a complementary story for an estimator to actually submit an estimate.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-011,Complete,Violation,all estimators show the same card,"The story assumes estimators can show a card (give an estimate), but the backlog lacks a complementary story for an estimator to perform this action.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-022,Complete,Violation,log in using my account name and password,"The story provides the capability to log in, but the backlog lacks the necessary complementary capability to log out.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-032,Complete,Violation,see that an estimate has been given,"The story assumes an estimate can be given, but the backlog lacks a complementary story for an estimator to actually submit or select an estimate.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-033,Complete,Violation,after all estimators have given their estimate,"The story assumes estimators can give an estimate, but the backlog lacks a complementary story for an estimator to perform this action.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-034,Complete,Violation,change my estimate up until the last person selects a card,"The story allows changing an estimate and assumes cards can be selected, but the backlog lacks a story for an estimator to initially submit an estimate.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-035,Complete,Violation,see each estimator's prior estimates,"The story assumes estimates are provided by estimators, but the backlog lacks a complementary story for an estimator to actually submit an estimate.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-036,Complete,Violation,see who gave what estimates,"The story assumes estimates are given by estimators, but the backlog lacks a complementary story for an estimator to actually submit an estimate.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-038,Complete,Violation,when we all play an estimate,"The story assumes estimators can play an estimate, but the backlog lacks a complementary story for an estimator to perform this action.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-039,Complete,Violation,estimates from prior rounds,"The story assumes estimates were given in prior rounds, but the backlog lacks a complementary story for an estimator to actually submit an estimate.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-040,Complete,Violation,cards in the same order across multiple draws,"The story assumes cards are drawn/played for estimates, but the backlog lacks a complementary story for an estimator to actually select or submit a card.",[],High,No Violation,FP
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-041,Complete,Violation,change my estimate,"The story allows changing an estimate, but the backlog lacks a complementary story for an estimator to initially submit an estimate.",[],High,No Violation,FP
