model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-035,Estimatable,No Violation,see each estimator's prior estimates for the story being estimated,The scope and behavior are specific and clear enough to be reasonably estimated.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-040,Estimatable,No Violation,always have the cards in the same order across multiple draws,The scope and behavior are specific and clear enough to be reasonably estimated.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-044,Estimatable,No Violation,have a list of definitions for commonly used terms,"Creating a glossary is a specific, estimatable task.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-052,Estimatable,Violation,stored in a non-identifiable way,"The requirement is vague and underspecified regarding what data needs to be anonymized and how, making it difficult to estimate.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-002,Independent,Violation,invite estimators by giving them a URL where they can access the game,Inviting estimators to a game inherently depends on the ability to create a game first.,"[""PP-001""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-009,Independent,Violation,show all estimates immediately,Showing estimates inherently depends on estimators being able to give estimates.,"[""PP-032""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-011,Independent,Violation,"have the ""estimate"" field filled in automatically if all estimators show the same card",Automatically filling the estimate field inherently depends on estimators being able to give estimates.,"[""PP-032""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-012,Independent,Violation,enter the agreed-upon estimate,Entering an agreed-upon estimate inherently depends on starting a round with an item to estimate.,"[""PP-003""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-013,Independent,Violation,estimate a story we estimated earlier in the session again,Re-estimating a story inherently depends on the ability to estimate it and enter an agreed-upon estimate first.,"[""PP-012""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-018,Independent,Violation,export a transcript of a game as a HTML file,Exporting a transcript inherently depends on the ability to view/generate a transcript first.,"[""PP-017""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-019,Independent,Violation,export a transcript of a game as a CSV file,Exporting a transcript inherently depends on the ability to view/generate a transcript first.,"[""PP-017""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-029,Independent,Violation,join a game by entering my name on the page I received the URL for,Joining a game via a URL inherently depends on the moderator inviting estimators by giving them a URL.,"[""PP-002""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-038,Independent,Violation,have the two-minute timer reset itself,Resetting the timer inherently depends on the ability to start the timer first.,"[""PP-037""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-002,Minimal,No Violation,,"The story contains only the role, means, and ends, with no external notes or comments.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-011,Minimal,No Violation,,"The story contains only the role, means, and ends, with no external notes or comments.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-028,Minimal,No Violation,,"The story contains only the role, means, and ends, with no external notes or comments.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-037,Minimal,No Violation,,"The story contains only the role, means, and ends, with no external notes or comments.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-043,Minimal,No Violation,,"The story contains only the role, means, and ends, with no external notes or comments.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-047,Minimal,No Violation,,"The story contains only the role, means, and ends, with no external notes or comments.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-053,Minimal,No Violation,,"The story contains only the role, means, and ends, with no external notes or comments.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-028,Problem-oriented,No Violation,,The story focuses on the stakeholder need without prescribing UI or technical solutions.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-048,Problem-oriented,No Violation,,The story focuses on the stakeholder need without prescribing UI or technical solutions.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-052,Problem-oriented,No Violation,,"The story specifies a privacy constraint (non-identifiable) which is a valid stakeholder need, not a technical solution.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-053,Problem-oriented,No Violation,,The story focuses on the stakeholder need without prescribing UI or technical solutions.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-004,Unambiguous,No Violation,,The story uses clear and specific terms to describe the functionality.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-009,Unambiguous,No Violation,,The story uses clear and specific terms to describe the functionality.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-028,Unambiguous,No Violation,,The story uses clear and specific terms to describe the functionality.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-035,Unambiguous,No Violation,,The story uses clear and specific terms to describe the functionality.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-040,Unambiguous,No Violation,,The story uses clear and specific terms to describe the functionality.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-044,Unambiguous,No Violation,,The story uses clear and specific terms to describe the functionality.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-052,Unambiguous,No Violation,,The story uses clear and specific terms to describe the functionality.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-004,Unique,No Violation,,"Although similar to PP-031, this story is for a different role (moderator vs estimator) with a different goal, which is a legitimate separation.","[""PP-031""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,1,PP-031,Unique,No Violation,,"Although similar to PP-004, this story is for a different role (estimator vs moderator) with a different goal, which is a legitimate separation.","[""PP-004""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-005,Atomic,No Violation,select an item to be estimated or re-estimated,The story describes a single feature (selecting an item).,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-027,Atomic,No Violation,"select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}",The story describes a single feature (selecting an estimation scale).,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-026,Complete,No Violation,,Password reminder does not expose a missing complementary capability.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-051,Conceptually sound,No Violation,so that I can trust the system and its developers,The ends provides a valid rationale for why nice error pages are valuable.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-009,Conflict-free,Violation,show all estimates immediately... even though not all estimators have given their estimate,"This story allows the moderator to reveal estimates before everyone has voted, which directly conflicts with PP-033 where estimates are only shown after all estimators have voted.","[""PP-033""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-033,Conflict-free,Violation,shown all estimates at the same time after all estimators have given their estimate,"This story requires estimates to be shown only after all estimators have voted, which directly conflicts with PP-009 where the moderator can reveal them early.","[""PP-009""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-004,Estimatable,No Violation,see all items we try to estimate this session,"Displaying a list of items for the current session is a standard, estimatable feature.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-005,Estimatable,No Violation,select an item to be estimated or re-estimated,The action of selecting an item from a list is specific and estimatable.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-009,Estimatable,No Violation,show all estimates immediately,The behavior of revealing estimates before all are submitted is clear and estimatable.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-027,Estimatable,No Violation,"select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}",Providing a choice between two specific estimation scales is highly specific and estimatable.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-028,Estimatable,No Violation,invite up to 15 estimators,"Setting a capacity limit on invitations is a clear, estimatable constraint.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-035,Estimatable,No Violation,be able to see each estimator's prior estimates for the story being estimated,"Displaying historical estimates for a specific story is a clear, estimatable requirement.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-040,Estimatable,No Violation,always have the cards in the same order across multiple draws,A consistent sorting requirement for the UI is specific and estimatable.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-044,Estimatable,No Violation,have a list of definitions for commonly used terms,"Creating a glossary or definitions list is a specific, estimatable task.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-052,Estimatable,No Violation,results to be stored in a non-identifiable way,Anonymizing or hashing stored results is a specific technical requirement that can be reasonably estimated.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-002,Independent,Violation,invite estimators by giving them a URL where they can access the game,Inviting estimators to a game inherently depends on the ability to create a game first.,"[""PP-001""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-009,Independent,Violation,show all estimates immediately,Showing estimates inherently depends on estimators being able to give estimates.,"[""PP-032""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-011,Independent,Violation,"have the ""estimate"" field filled in automatically if all estimators show the same card",Automatically filling the estimate field inherently depends on estimators being able to give estimates.,"[""PP-032""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-012,Independent,Violation,enter the agreed-upon estimate,Entering an agreed-upon estimate inherently depends on starting a round with an item to estimate.,"[""PP-003""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-013,Independent,Violation,estimate a story we estimated earlier in the session again,Re-estimating a story inherently depends on the ability to estimate it and enter an agreed-upon estimate first.,"[""PP-012""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-018,Independent,Violation,export a transcript of a game as a HTML file,Exporting a transcript inherently depends on the ability to view/generate a transcript first.,"[""PP-017""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,PlanningPoker,2,PP-019,Independent,Violation,export a transcript of a game as a CSV file,Exporting a transcript inherently depends on the ability to view/generate a transcript first.,"[""PP-017""]",High,Uncertain
