story_id,project,user_story,qus_dimension,qus_criterion,decision,evidence,rationale,context_used,related_story_ids,notes
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Pragmatic,Independent,No Violation,,,Story + Backlog,PP-002,
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Syntactic,Atomic,No Violation,,,Story only,,
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Syntactic,Minimal,No Violation,,,Story only,,
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Semantic,Problem-oriented,No Violation,,,Story only,,
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-030,PlanningPoker,"As an estimator, I want to see the item we're estimating, so that I know what I'm giving an estimate for.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Syntactic,Atomic,No Violation,,,Story only,,
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Syntactic,Minimal,No Violation,,,Story only,,
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Semantic,Problem-oriented,No Violation,,,Story only,,
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Pragmatic,Unique,No Violation,,,Story + Backlog,PP-004,Comparar semanticamente as duas histórias antes do consenso.
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-031,PlanningPoker,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-032,PlanningPoker,"As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we're still waiting for.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-032,PlanningPoker,"As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we're still waiting for.",Syntactic,Atomic,No Violation,,,Story only,,
PP-032,PlanningPoker,"As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we're still waiting for.",Syntactic,Minimal,No Violation,,,Story only,,
PP-032,PlanningPoker,"As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we're still waiting for.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-032,PlanningPoker,"As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we're still waiting for.",Semantic,Problem-oriented,No Violation,,,Story only,,
